items,feedback,admirers,open_date.year,open_date.month,open_date.day-of-month,open_date.day-of-week,sales
0,0,4,2013,4,8,1,3
15,60,171,2009,10,29,4,82
0,3,0,2013,5,26,7,1
29,28,11,2013,6,5,3,21
22,84,558,2005,11,10,4,219
21,2,1,2013,4,23,2,5
47,7,35,2012,7,7,6,20
0,11,145,2011,4,12,2,124
11,3,7,2012,4,30,1,9
0,0,424,2013,2,5,2,10
77,30,104,2012,3,28,3,222
8,6,28,2010,12,30,4,15
0,8,253,2008,10,13,1,35
54,201,598,2009,9,27,7,768
83,14,58,2011,6,28,2,41
119,104,700,2008,3,13,4,334
51,18,110,2011,2,26,6,95
10,313,2966,2009,3,4,3,766
25,0,4,2013,2,10,7,0
195,1,13,2013,5,6,1,11
62,21,123,2009,4,10,5,26
500,298,1059,2009,10,30,5,749
0,0,0,2013,6,17,1,0
31,16,2,2008,4,24,4,5
14,26,67,2012,11,12,1,62
0,18,34,2011,2,4,5,153
216,136,902,2009,7,7,2,371
29,2,7,2012,6,22,5,1
0,0,11,2013,5,14,2,5
9,3,6,2012,11,4,7,4
95,52,393,2008,11,25,2,468
45,178,88,2009,1,11,7,331
26,4,11,2012,9,19,3,20
3,2,1,2013,5,12,7,2
12,5,13,2013,1,28,1,23
0,10,19,2012,3,27,2,104
0,0,1,2013,6,14,5,0
0,20,1,2013,6,19,3,0
13,1,3,2013,3,28,4,7
64,38,320,2010,12,15,3,226
0,31,51,2010,12,20,1,96
0,0,0,2013,6,19,3,0
1,0,2,2013,5,7,2,1
28,45,102,2010,3,24,3,61
19,33,139,2012,5,6,7,5
11,3,616,2007,10,16,2,5
0,0,1,2013,2,10,7,0
13,7,167,2012,1,18,3,17
0,0,2,2013,1,22,2,2
19,167,71,2010,1,3,7,587
16,1,16,2012,8,30,4,2
29,101,174,2009,6,21,7,141
4,24,28,2011,2,4,5,106
599,87,451,2010,7,31,6,435
0,5,3,2013,5,1,3,4
15,226,977,2008,4,14,1,156
0,4,5,2012,8,31,5,11
9,0,6,2013,1,20,7,2
7,316,3734,2008,9,15,1,905
187,617,5682,2008,12,2,2,1794
0,11,33,2011,2,2,3,12
133,143,198,2010,5,1,6,204
51,109,334,2009,6,24,3,606
58,210,584,2010,6,3,4,518
0,0,2,2013,3,14,4,0
4,7,131,2009,9,24,4,6
0,1,31,2012,4,20,5,1
4,0,2,2013,3,7,4,0
0,17,5,2012,11,4,7,0
0,0,1,2013,4,18,4,0
29,4,179,2010,9,13,1,18
0,0,4,2011,5,27,5,0
0,3,1220,2010,11,3,3,20
27,8,260,2012,2,13,1,21
14,0,10,2013,3,15,5,0
161,60,577,2011,10,29,6,168
13,0,6,2012,4,28,6,1
0,0,0,2013,5,20,1,0
85,119,592,2009,11,19,4,250
24,15,138,2009,9,30,3,28
20,0,22,2013,2,24,7,1
49,7,147,2011,8,14,7,33
0,5,145,2008,9,6,6,18
37,8,29,2012,11,21,3,45
14,1,1,2013,3,7,4,0
27,41,471,2011,1,20,4,172
26,4,47,2008,1,20,7,22
1,0,0,2013,2,12,2,0
0,0,0,2013,5,30,4,0
43,1,126,2012,4,15,7,3
12,25,62,2010,2,1,1,52
11,6,12,2013,2,5,2,3
80,976,1048,2007,6,3,7,1299
7,0,1,2013,2,25,1,0
10,25,59,2009,12,27,7,39
30,429,872,2011,9,12,1,969
0,41,77,2012,9,22,6,52
0,0,1,2013,1,19,6,1
0,11,9,2013,2,27,3,5
1,2,5,2012,10,29,1,8
0,4,19,2011,6,27,1,18
37,111,472,2008,10,11,6,110
32,0,14,2013,5,12,7,2
34,9,67,2010,11,30,2,14
0,0,4,2013,5,22,3,2
0,2,16,2010,1,19,2,19
6,101,361,2011,7,6,3,79
9,0,2,2013,4,24,3,1
17,6,35,2012,8,4,6,7
55,356,2356,2010,10,5,2,678
11,2,55,2012,8,20,1,20
2,0,8,2013,4,14,7,1
17,48,92,2012,8,27,1,152
0,18,1247,2012,6,7,4,137
22,9,21,2012,11,6,2,25
0,5,18,2011,7,8,5,14
0,0,0,2013,6,18,2,0
0,0,1,2013,6,14,5,1
0,944,5312,2010,3,22,1,1358
0,17,50,2012,1,30,1,46
90,29,118,2011,6,16,4,85
0,13,0,2013,1,19,6,47
0,14,80,2011,10,11,2,34
6,1,5,2013,2,13,3,3
0,14,23,2013,1,2,3,64
0,7,8,2011,3,3,4,4
1,0,2,2013,1,18,5,2
9,31,136,2011,11,28,1,133
0,7,35,2013,1,18,5,17
0,0,2,2013,6,12,3,0
10,0,27,2013,3,5,2,31
64,25,113,2011,5,2,1,37
16,5,32,2011,4,30,6,7
0,21,22,2012,6,28,4,47
0,0,0,2013,6,9,7,0
0,59,8,2011,6,8,3,22
4,2,28,2012,10,3,3,20
0,7,8,2011,10,20,4,28
24,2,24,2011,8,19,5,4
8,5,10,2012,12,31,1,9
0,44,193,2010,11,6,6,61
45,0,64,2013,4,27,6,5
0,0,0,2013,5,26,7,0
14,13,71,2010,12,17,5,51
4,2,1,2013,5,28,2,1
0,82,188,2011,9,14,3,157
0,0,50,2013,5,24,5,2
5,0,99,2012,12,7,5,0
1,2,6,2012,6,28,4,42
0,0,6,2013,3,19,2,9
0,0,0,2013,3,22,5,1
0,0,2,2013,1,22,2,0
9,13,86,2010,1,24,7,44
30,62,148,2011,10,3,1,121
0,6,3,2013,1,27,7,2
86,175,745,2011,6,14,2,847
0,0,18,2013,4,1,1,2
17,3,31,2012,10,2,2,9
42,59,80,2009,3,28,6,109
0,0,0,2011,6,14,2,0
2,2,25,2013,3,11,1,6
0,1,0,2013,6,10,1,0
84,32,473,2012,2,12,7,67
121,7,164,2012,9,28,5,24
0,1,25,2012,11,19,1,10
202,234,569,2011,4,26,2,1307
0,9,231,2011,5,20,5,51
34,51,1584,2010,10,8,5,86
35,8,90,2011,2,17,4,31
0,0,0,2013,6,10,1,0
6,0,5,2013,3,3,7,1
0,0,1,2013,3,4,1,0
0,2,6,2013,3,4,1,2
2,0,1,2013,1,26,6,0
0,3,15,2011,6,11,6,10
15,0,1,2013,1,2,3,3
19,28,143,2011,5,11,3,68
3,3,79,2013,3,3,7,9
4,0,7,2013,2,28,4,0
10,26,29,2010,5,10,1,45
4,1,0,2013,3,3,7,0
23,3,67,2012,7,17,2,11
86,517,715,2010,11,12,5,889
7,0,1,2013,4,6,6,0
5,2418,2226,2010,10,7,4,4065
69,249,1023,2011,4,19,2,501
0,1,5,2012,8,22,3,6
26,30,3,2011,12,11,7,5
0,5,263,2011,5,15,7,28
36,54,148,2010,7,3,6,129
222,35,712,2011,4,28,4,127
16,1,2,2013,5,7,2,0
0,65,7,2012,5,10,4,2
7,0,3,2013,5,18,6,1
8,7,38,2012,3,29,4,50
15,0,2,2012,3,31,6,0
31,5,10,2012,2,1,3,9
5,0,8,2013,3,19,2,3
2,11,367,2010,12,9,4,30
7,0,33,2013,3,12,2,0
0,1,183,2012,12,1,6,3
5,0,2,2012,11,20,2,0
1,1,29,2010,8,15,7,3
8,2,159,2011,2,10,4,7
59,54,3387,2010,5,4,2,108
23,30,54,2010,12,16,4,29
16,12,88,2011,8,8,1,39
70,279,6856,2010,6,19,6,639
8,0,11,2012,12,7,5,0
259,11,72,2012,10,26,5,32
25,1,20,2011,10,9,7,1
11,92,84,2010,5,13,4,112
22,7,6,2011,10,7,5,16
59,0,6,2012,12,20,4,3
5,3,2,2011,12,29,4,6
0,6,0,2013,5,7,2,0
0,0,0,2013,5,11,6,0
24,81,99,2011,7,24,7,111
3,0,2,2013,5,16,4,0
1,8,38,2013,2,7,4,10
27,18,38,2010,1,7,4,21
0,0,9,2013,5,27,1,0
58,1,31,2012,7,9,1,8
0,2,1,2010,8,13,5,5
1,0,0,2013,5,24,5,0
49,30,11,2011,8,17,3,61
10,9,235,2012,1,3,2,29
4,6,61,2013,3,25,1,14
0,0,0,2013,5,17,5,0
0,2,0,2013,5,20,1,0
360,292,547,2009,7,3,5,417
0,0,0,2013,1,2,3,0
1,2,0,2013,6,5,3,0
0,0,2,2013,6,2,7,0
12,81,578,2010,8,25,3,241
18,2,203,2012,8,15,3,2
2,5,4,2011,10,14,5,0
460,491,541,2011,7,16,6,1868
0,26,11,2011,9,19,1,102
165,69,40,2012,5,2,3,296
267,811,753,2011,6,15,3,3428
0,188,349,2012,9,17,1,923
38,113,1933,2011,11,13,7,121
3,66,378,2007,12,19,3,54
122,28,55,2010,7,17,6,143
46,67,59,2007,8,16,4,331
40,28,64,2010,8,19,4,34
0,1,2,2013,2,20,3,0
109,120,818,2010,11,19,5,344
165,109,37,2009,3,26,4,167
2,0,12,2013,2,21,4,0
51,22,100,2012,6,4,1,48
96,215,820,2009,3,31,2,269
0,57,7,2013,2,9,6,5
144,677,826,2008,5,27,2,1827
134,97,139,2010,5,10,1,439
31,6,18,2012,3,3,6,34
678,669,500,2012,1,9,1,1987
22,182,1274,2008,5,27,2,223
127,209,188,2008,4,3,4,690
70,159,233,2010,5,13,4,455
8,0,7,2013,1,12,6,1
0,449,1125,2010,5,16,7,1166
129,553,253,2009,9,1,2,3198
24,0,4,2013,5,12,7,0
47,309,291,2011,2,20,7,2121
0,25,32,2012,7,22,7,16
50,117,989,2008,2,5,2,246
91,51,400,2011,8,11,4,48
59,35,572,2009,8,14,5,40
68,39,119,2009,8,5,3,43
10,1,7,2013,4,24,3,1
13,499,1617,2010,6,28,1,1546
51,486,9203,2010,9,1,3,752
88,61,15,2013,1,22,2,56
8,10,2,2009,12,12,6,1
50,89,97,2011,3,2,3,157
21,15,23,2012,3,21,3,20
0,6,1,2012,4,10,2,5
56,303,4182,2008,2,6,3,874
70,389,3187,2010,11,17,3,708
19,1,2,2013,2,16,6,1
125,148,425,2010,6,15,2,201
55,50,27,2011,4,23,6,89
31,2,3,2012,10,20,6,3
0,3,1,2013,6,21,5,0
17,18,65,2011,9,5,1,11
34,5,76,2012,10,5,5,7
51,123,216,2011,9,12,1,86
83,28,507,2010,2,10,3,37
9,0,3,2012,10,5,5,0
15,143,182,2008,9,19,5,280
55,12,35,2010,11,17,3,19
31,46,491,2011,6,20,1,64
11,1,19,2011,9,7,3,3
27,15,16,2011,11,7,1,9
150,212,193,2010,9,13,1,734
362,242,385,2009,2,25,3,506
102,69,67,2007,10,15,1,112
109,52,75,2010,9,22,3,248
7,10,10,2012,7,12,4,59
195,109,260,2008,7,29,2,531
11,0,0,2013,5,24,5,1
46,230,581,2008,11,28,5,1074
213,83,84,2011,9,8,4,209
126,304,124,2011,2,28,1,1393
16,54,43,2010,9,15,3,187
16,0,1,2013,6,4,2,0
36,62,148,2011,12,3,6,160
681,70,157,2008,2,22,5,207
55,2,7,2013,6,7,5,1
0,51,83,2009,11,11,3,127
0,21,16,2012,3,14,3,223
50,358,80,2008,5,29,4,496
69,41,833,2011,8,15,1,91
24,50,57,2012,10,25,4,232
32,685,932,2008,3,4,2,760
49,32,4,2012,11,11,7,17
80,56,58,2013,3,21,4,107
10,1,6,2011,9,11,7,1
34,26,70,2012,4,6,5,19
0,0,1,2013,5,21,2,0
50,319,408,2009,5,23,6,418
98,6,23,2011,7,28,4,19
54,243,624,2011,3,21,1,380
7,11,44,2011,9,1,4,18
60,136,658,2012,8,10,5,758
57,19,61,2011,9,29,4,53
35,83,70,2010,10,5,2,129
233,395,495,2007,6,29,5,688
14,1,0,2011,9,3,6,0
12,71,44,2009,11,4,3,8
116,444,819,2007,7,26,4,629
0,80,882,2011,9,4,7,179
57,14,157,2010,9,12,7,10
3,0,3,2012,4,1,7,2
26,6,39,2012,4,26,4,34
16,36,531,2008,8,20,3,26
80,68,31,2010,10,22,5,172
23,138,605,2008,5,20,2,111
37,31,61,2009,10,29,4,83
31,13,59,2009,10,5,1,24
26,0,2,2013,2,10,7,0
12,45,243,2007,4,25,3,64
0,0,0,2013,6,18,2,0
0,0,0,2012,2,15,3,1
7,0,2,2012,10,11,4,0
0,0,0,2013,5,3,5,0
0,0,8,2011,6,28,2,0
0,0,0,2013,5,1,3,0
0,0,222,2011,8,21,7,0
0,0,0,2012,6,11,1,0
26,101,141,2009,10,22,4,72
25,108,500,2009,2,20,5,277
97,465,348,2010,11,28,7,892
4,1,3,2012,10,31,3,3
24,0,42,2012,12,3,1,26
80,51,235,2010,9,23,4,123
14,27,22,2009,1,31,6,12
23,219,1762,2007,2,24,6,270
14,40,11,2012,8,2,4,0
2,20,11,2007,4,10,2,6
17,115,272,2010,4,9,5,60
68,59,337,2009,6,18,4,132
1102,150,766,2008,7,18,5,315
22,263,134,2010,12,18,6,75
32,187,1432,2008,1,24,4,410
11,5,0,2013,6,20,4,0
0,0,3,2013,1,6,7,0
201,22,55,2013,1,13,7,173
70,0,45,2012,7,29,7,2
65,20,100,2013,2,8,5,108
0,2337,1807,2007,2,13,2,552
10,7,30,2009,6,20,6,0
51,105,196,2008,9,25,4,74
40,22,15,2012,11,19,1,24
96,91,182,2011,2,28,1,184
147,163,224,2011,6,13,1,60
57,31,193,2012,1,12,4,47
19,0,0,2011,3,17,4,0
13,1,0,2013,5,31,5,5
406,34,155,2012,10,17,3,117
185,216,3137,2008,6,16,1,574
176,47,227,2012,12,11,2,427
94,26,589,2012,11,20,2,71
97,16,176,2013,2,25,1,26
4,586,924,2010,1,21,4,244
0,4,0,2013,6,19,3,0
71,376,1871,2008,11,17,1,648
153,1974,4382,2009,8,24,1,4741
43,299,610,2007,8,20,1,254
102,5,106,2012,12,14,5,73
120,123,89,2011,9,22,4,565
110,110,616,2012,1,13,5,307
40,49,107,2008,7,16,3,17
353,162,319,2010,11,10,3,181
15,19,47,2009,3,10,2,16
18,1,14,2013,1,10,4,4
435,1229,2410,2011,7,3,7,3233
18,0,2,2008,2,22,5,1
151,31,127,2013,2,17,7,547
58,1,2,2013,6,3,1,0
0,0,58,2013,3,20,3,68
27,10,5,2013,2,6,3,16
335,26,33,2012,4,4,3,48
150,180,132,2011,12,5,1,138
33,15,1,2013,4,6,6,3
145,387,433,2008,2,26,2,597
286,2123,7181,2010,3,31,3,12494
112,234,389,2011,10,11,2,385
95,12,15,2009,10,8,4,19
295,21,200,2012,12,9,7,342
17,1062,2382,2008,1,14,1,3296
247,3005,3765,2008,1,25,5,3304
28,0,3,2013,2,19,2,5
111,38,574,2011,10,12,3,81
107,141,75,2009,1,8,4,89
107,141,75,2009,1,8,4,89
87,416,333,2009,2,25,3,1019
44,135,1759,2012,4,10,2,620
127,428,11889,2010,1,19,2,677
30,280,2586,2006,12,8,5,239
127,314,874,2010,10,9,6,1646
763,6299,2258,2007,3,18,7,8930
35,30,83,2012,1,6,5,86
184,88,78,2012,8,17,5,106
98,88,232,2010,6,10,4,608
9,15,5,2013,1,9,3,27
97,351,531,2008,8,28,4,229
299,727,3074,2009,9,6,7,1817
126,47,45,2012,3,5,1,102
111,39,307,2011,7,13,3,110
69,38,1395,2012,1,1,7,80
866,648,4681,2012,7,30,1,8909
145,177,533,2012,11,1,4,1450
9,0,0,2013,6,19,3,0
965,1046,2446,2010,2,14,7,1987
171,32,873,2013,2,18,1,71
314,616,901,2012,4,28,6,4398
41,8,9,2009,9,1,2,4
3,0,1,2012,11,24,6,0
112,15,221,2011,3,29,2,119
65,51,181,2011,11,11,5,203
285,194,392,2011,3,7,1,317
10,0,1,2013,6,21,5,0
17,0,0,2013,6,21,5,0
235,170,546,2010,10,4,1,331
22,19,116,2013,1,4,5,127
40,18,49,2012,7,21,6,128
47,327,1164,2010,10,28,4,1016
77,1304,1514,2009,3,12,4,905
162,107,247,2010,1,24,7,444
390,2712,4977,2009,8,7,5,7619
416,127,435,2012,2,9,4,531
96,131,695,2010,11,18,4,105
39,25,18,2011,4,9,6,18
8,1,2,2013,1,19,6,0
1239,1241,2460,2011,4,13,3,9129
364,243,1645,2011,10,6,4,1963
833,14023,4014,2008,8,15,5,21963
60,1557,1447,2006,11,15,3,1239
194,1783,3748,2011,10,1,6,8240
56,1359,2818,2007,5,31,4,3213
182,586,1294,2011,8,16,2,1532
257,717,952,2012,1,8,7,2289
204,240,966,2012,2,18,6,1788
19,17,19,2012,12,27,4,29
79,9,33,2012,2,4,6,46
58,29,146,2013,4,29,1,502
356,6,60,2013,2,2,6,97
99,21,166,2011,8,24,3,37
150,888,701,2011,8,22,1,3617
14,0,76,2012,4,26,4,92
27,32,95,2013,3,4,1,263
0,15,0,2013,6,20,4,0
17,1,9,2011,6,12,7,11
25,656,330,2011,4,27,3,44
49,1,173,2012,5,17,4,5
44,11,40,2013,2,2,6,97
44,5,25,2012,8,31,5,30
17,1263,3561,2008,9,11,4,1856
0,0,1,2013,6,18,2,0
0,22,141,2012,4,20,5,27
13,10,19,2012,8,1,3,51
182,180,336,2011,12,20,2,1014
104,187,340,2010,7,25,7,286
177,598,522,2008,2,14,4,235
69,1118,6781,2008,10,2,4,2241
33,50,209,2009,10,26,1,49
68,101,70,2012,5,28,1,176
117,58,85,2011,10,14,5,48
70,8,382,2012,1,2,1,17
704,104,223,2011,12,29,4,545
99,157,338,2009,4,11,6,319
24,3,171,2012,9,21,5,3
138,44,304,2011,1,20,4,38
104,211,223,2009,1,13,2,305
157,1173,2292,2008,12,26,5,1263
114,797,664,2009,8,4,2,946
112,1371,12102,2006,8,2,3,1447
35,84,237,2012,9,2,7,5
62,323,1273,2009,10,19,1,393
88,89,76,2012,12,16,7,53
71,253,280,2011,10,1,6,1304
64,19,35,2013,3,3,7,130
523,637,4395,2012,11,16,5,10097
182,366,559,2009,10,4,7,681
94,634,1256,2009,3,12,4,2627
94,11,49,2011,11,2,3,22
34,54,67,2012,10,6,6,7
448,1019,2025,2010,12,13,1,3169
84,1257,2285,2008,3,16,7,2216
82,5,82,2012,12,11,2,224
111,9,86,2013,4,5,5,99
0,0,0,2013,6,20,4,0
98,191,26,2013,3,12,2,86
213,1506,1584,2009,2,23,1,4714
269,2728,2564,2008,4,6,7,4636
86,25,142,2013,4,3,3,5
311,1798,2807,2007,6,27,3,966
502,73,1061,2013,3,9,6,1194
121,19,45,2013,5,6,1,39
45,1,30,2013,2,27,3,9
47,165,162,2012,2,23,4,101
135,1816,9622,2007,6,29,5,4049
38,43,265,2012,9,20,4,193
46,135,250,2011,12,15,4,598
30,17,14,2008,5,25,7,8
69,3,102,2013,1,17,4,6
15,4,13,2012,8,14,2,11
120,21,529,2012,12,7,5,7
19,138,2000,2010,10,30,6,57
54,42,899,2007,11,3,6,64
7,108,490,2009,7,23,4,79
400,787,2695,2011,5,30,1,2732
51,31,174,2012,7,22,7,140
39,152,187,2010,8,13,5,332
176,18,99,2012,3,9,5,72
58,24,38,2010,9,11,6,33
52,1126,1248,2008,6,11,3,1040
141,11,211,2011,9,23,5,35
0,103,98,2010,11,5,5,229
175,601,232,2011,7,28,4,108
24,158,390,2007,11,28,3,257
35,230,52,2008,7,17,4,7
986,1040,3622,2012,3,31,6,13557
67,1,37,2013,5,10,5,5
59,15,275,2012,10,14,7,17
0,1839,1062,2011,2,23,3,413
21,76,57,2010,5,30,7,105
11,0,11,2013,6,17,1,18
17,10,117,2012,1,27,5,10
7,0,6,2012,9,14,5,1
153,104,147,2011,8,16,2,315
112,49,287,2010,8,4,3,65
122,60,123,2013,1,29,2,21
78,62,122,2012,4,12,4,217
41,17,72,2012,11,28,3,42
147,363,1016,2012,9,24,1,2795
274,3,42,2011,10,5,3,14
36,79,79,2012,6,13,3,19
61,74,18,2013,1,16,3,13
36,0,1,2013,5,13,1,0
284,442,667,2010,12,9,4,481
47,176,227,2012,11,17,6,103
14,29,55,2012,9,11,2,78
48,467,55,2009,11,2,1,63
40,78,865,2011,3,31,4,255
169,57,48,2010,7,28,3,40
10,1,2,2012,12,7,5,0
439,39,433,2013,4,5,5,681
4,0,83,2012,1,5,4,9
55,124,764,2012,10,19,5,98
45,0,3,2013,5,2,4,0
88,66,412,2010,5,27,4,111
37,0,17,2013,2,23,6,10
87,0,1,2013,6,18,2,2
211,93,1110,2011,6,8,3,192
238,62,396,2012,9,2,7,137
108,50,593,2011,7,7,4,197
89,6,109,2012,10,14,7,24
57,249,470,2012,3,11,7,822
178,61,189,2008,3,31,1,40
290,262,1999,2010,8,4,3,729
82,0,60,2013,5,9,4,0
102,51,935,2011,10,23,7,110
60,96,387,2010,4,1,4,78
299,327,198,2010,6,1,2,48
196,412,1288,2009,8,15,6,759
37,53,332,2009,7,31,5,49
184,1676,1723,2007,8,31,5,2708
69,74,541,2009,5,17,7,252
224,87,31,2013,2,5,2,69
52,6,266,2009,12,10,4,15
261,31,64,2012,10,23,2,193
232,100,161,2012,10,7,7,214
351,50,28,2012,3,11,7,33
120,460,1955,2012,1,16,1,2703
1174,41,876,2012,8,27,1,168
106,198,680,2007,9,7,5,131
144,311,240,2012,1,20,5,666
85,122,229,2010,10,22,5,171
0,4,1,2013,5,25,6,0
105,7,86,2012,11,1,4,20
72,814,35,2012,10,28,7,2
554,488,872,2008,11,12,3,862
23,15,79,2013,3,11,1,3
91,3,753,2012,12,12,3,6
64,9,36,2011,9,13,2,18
39,1,20,2012,12,7,5,5
86,31,147,2013,1,22,2,187
296,156,429,2012,10,5,5,1492
6,0,0,2013,5,29,3,0
149,94,345,2012,11,25,7,457
578,189,651,2012,11,18,7,2313
166,119,474,2012,9,5,3,382
36,7,214,2007,11,11,7,22
311,383,790,2009,10,19,1,205
60,5,8,2012,9,19,3,10
1378,764,1539,2012,2,5,7,6432
129,100,210,2012,1,27,5,261
80,304,812,2009,7,22,3,1033
113,26,22,2012,11,23,5,83
34,2,3,2013,6,14,5,0
125,55,138,2011,2,24,4,301
99,7,178,2012,10,5,5,6
3,2,42,2008,2,10,7,16
65,9,169,2010,10,18,1,28
185,125,120,2012,6,5,2,60
921,780,2661,2009,8,5,3,2746
57,57,100,2012,5,22,2,71
256,7,21,2013,5,3,5,40
155,1,9,2013,5,24,5,18
26,8,8,2012,3,16,5,7
288,1,11,2013,5,21,2,40
44,8,11,2012,9,18,2,11
86,166,785,2009,7,2,4,779
91,51,106,2011,6,3,5,100
61,192,674,2011,12,6,2,432
28,42,169,2011,2,20,7,26
109,2,50,2009,1,28,3,11
9,6,25,2007,6,18,1,9
71,45,62,2011,10,30,7,162
40,11,29,2012,10,21,7,1
44,280,2164,2007,4,23,1,282
40,28,254,2012,8,14,2,48
0,1,0,2013,6,21,5,0
108,25,49,2011,8,19,5,87
90,126,91,2010,12,14,2,23
19,20,167,2012,7,21,6,16
33,0,0,2013,6,21,5,0
168,310,7116,2011,5,13,5,626
138,16,1061,2013,3,15,5,39
286,72,53,2009,7,3,5,100
0,28,65,2012,2,9,4,477
48,63,87,2011,11,27,7,100
29,387,643,2010,5,19,3,1060
0,1,0,2013,6,20,4,0
48,25,18,2012,1,3,2,34
88,281,110,2011,1,12,3,199
157,625,2817,2010,10,14,4,2444
6,4,7,2009,9,3,4,34
1,45,14,2009,2,21,6,17
131,51,70,2012,9,1,6,268
37,4,620,2013,2,14,4,23
60,16,188,2009,7,2,4,18
38,39,68,2012,7,31,2,7
26,194,364,2008,6,29,7,191
96,165,2082,2008,7,28,1,354
206,48,48,2010,5,31,1,84
139,16,65,2011,11,26,6,58
250,264,73,2011,9,11,7,107
37,31,81,2011,12,14,3,68
26,6,4,2013,1,20,7,0
101,21,24,2012,5,19,6,37
104,389,350,2011,11,19,6,1601
0,34,251,2011,6,27,1,72
31,5,515,2012,11,23,5,12
316,144,1397,2013,3,9,6,2494
121,332,258,2012,2,6,1,32
1086,42,911,2011,1,30,7,134
56,0,96,2012,3,21,3,2
204,31,1476,2008,1,27,7,49
93,0,9,2012,11,1,4,0
33,9,54,2012,12,22,6,0
66,0,18,2010,12,1,3,4
164,5,148,2012,1,31,2,9
19,0,11,2011,8,2,2,1
71,345,774,2009,7,22,3,384
447,40,844,2012,1,17,2,146
46,0,2,2013,5,31,5,0
118,39,566,2008,10,30,4,92
35,110,1034,2008,8,29,5,259
290,42,297,2012,2,12,7,28
95,4,45,2013,1,27,7,4
68,45,287,2008,6,23,1,42
26,16,38,2010,6,15,2,13
11,547,1244,2005,11,6,7,446
77,15,79,2009,11,5,4,38
471,1429,2969,2012,1,12,4,8292
35,188,465,2011,10,24,1,720
41,20,4,2012,4,14,6,6
0,546,3928,2010,9,1,3,2975
17,3,2,2012,3,1,4,2
3,1,0,2013,6,20,4,0
90,167,884,2009,7,4,6,636
18,53,148,2012,7,26,4,294
26,16,276,2011,5,11,3,33
351,861,2385,2010,6,25,5,2453
319,302,125,2007,4,21,6,451
522,107,1283,2009,5,25,1,504
19,65,422,2011,4,24,7,69
55,33,8,2013,2,7,4,16
10,0,0,2013,6,17,1,0
30,34,462,2011,9,20,2,114
33,16,90,2012,6,15,5,161
456,520,1331,2012,4,28,6,2953
69,85,117,2012,7,17,2,86
27,5,11,2012,8,20,1,15
156,199,533,2010,3,26,5,399
28,33,583,2011,10,10,1,69
160,64,10,2012,9,3,1,2
47,632,587,2008,11,10,1,1242
83,92,153,2012,8,24,5,101
19,0,8,2011,9,13,2,0
48,3,206,2013,4,2,2,9
25,20,47,2011,5,3,2,156
39,32,28,2010,6,16,3,18
85,467,834,2008,10,6,1,1090
1,0,16,2012,12,17,1,5
224,280,773,2009,12,7,1,464
3,0,5,2012,4,30,1,0
148,95,358,2009,1,9,5,117
28,2,37,2012,2,2,4,13
64,64,185,2011,9,19,1,48
34,5,23,2012,9,7,5,9
45,58,193,2008,11,4,2,2
20,44,82,2011,11,15,2,2
58,7,570,2013,1,22,2,11
75,638,2010,2012,8,18,6,2437
34,216,1432,2010,10,1,5,240
276,5614,2970,2011,2,18,5,11404
66,344,711,2012,11,26,1,1058
24,0,3,2013,6,16,7,1
53,140,37,2010,12,30,4,592
367,13,15,2013,4,14,7,31
11,297,478,2010,6,20,7,561
14,11,18,2010,11,22,1,36
18,26,57,2012,9,25,2,169
144,2556,1602,2010,6,3,4,2765
12,18,5,2011,4,8,5,56
56,369,2375,2011,1,27,4,1143
13,28,45,2011,12,23,5,72
24,49,309,2012,11,29,4,115
0,601,2266,2012,5,30,3,1450
276,215,1042,2012,5,2,3,325
0,30,107,2013,4,12,5,197
18,0,0,2013,6,21,5,1
15,286,1043,2011,7,1,5,1592
58,501,1312,2012,6,3,7,976
123,281,691,2012,12,8,6,1662
0,3,0,2013,6,20,4,1
49,41,24,2011,11,27,7,161
31,143,235,2011,3,3,4,381
18,13,76,2011,9,7,3,19
26,1605,1033,2009,3,7,6,4334
56,425,589,2008,4,30,3,764
5,63,52,2011,1,13,4,107
0,3,5,2010,8,18,3,7
36,22,37,2012,10,26,5,85
21,0,10,2013,6,18,2,7
70,3601,3777,2012,4,30,1,8722
11,0,1,2013,6,21,5,0
68,29,41,2012,11,29,4,128
541,3390,11928,2010,8,14,6,6566
34,12,107,2012,12,5,3,18
0,0,0,2013,6,21,5,0
78,3038,3856,2008,5,29,4,4565
13,31,151,2013,2,9,6,293
12,1,5,2012,2,10,5,6
0,0,2,2013,2,15,5,0
19,1,12,2012,10,9,2,11
13,0,0,2013,6,10,1,0
50,6,64,2013,4,20,6,32
71,6,19,2008,12,11,4,15
96,286,943,2010,6,12,6,381
18,105,31,2011,7,16,6,79
8,0,21,2013,1,2,3,2
36,0,8,2013,3,12,2,0
0,0,71,2011,5,8,7,0
120,202,1020,2012,9,21,5,499
3,0,0,2013,6,5,3,0
237,469,479,2012,2,20,1,859
0,11,0,2013,5,31,5,0
335,12,103,2013,3,12,2,113
32,7,17,2012,8,27,1,21
10,2,4,2013,4,10,3,4
0,4,2,2012,11,23,5,33
9,3,12,2013,5,31,5,12
7,19,912,2009,6,9,2,52
43,119,85,2012,4,22,7,234
24,3454,1951,2006,12,4,1,4357
25,11,25,2012,10,30,2,10
14,12,5,2010,7,31,6,2
132,168,596,2011,10,28,5,385
34,63,118,2011,1,17,1,90
