items,feedback,admirers,open_date.year,open_date.month,open_date.day-of-month,open_date.day-of-week,sales
284,59,61,2012,8,19,7,102
0,139,129,2010,3,1,1,179
47,26,79,2009,7,31,5,18
51,42,1180,2012,2,28,2,60
132,60,47,2013,5,2,4,163
31,0,1,2013,1,22,2,1
18,2,31,2012,6,21,4,0
117,1020,697,2011,6,7,2,2521
34,10,12,2012,5,23,3,2
100,9,76,2010,7,27,2,18
144,726,1359,2009,4,17,5,541
0,23,81,2011,7,13,3,47
39,1,11,2013,4,20,6,1
16,28,7,2013,5,28,2,1
28,1,4,2013,3,2,6,2
13,6,7,2012,9,18,2,0
108,34,93,2011,11,30,3,56
38,8,107,2009,3,5,4,14
106,5,18,2012,1,4,3,11
135,326,617,2012,2,17,5,213
0,3,11,2013,2,10,7,0
7,1,11,2007,7,20,5,1
16,0,5,2013,5,2,4,0
56,6,17,2011,10,20,4,20
38,0,2,2013,4,9,2,3
6,0,0,2013,6,14,5,0
80,139,191,2012,6,12,2,980
65,1,7,2013,5,4,6,2
50,54,138,2011,3,6,7,106
22,1,1392,2010,2,9,2,3
8,0,1,2013,4,26,5,0
237,565,1465,2009,2,1,7,1046
0,0,6,2013,2,27,3,0
9,10,47,2009,5,23,6,14
125,10,12,2013,4,11,4,29
143,1,37,2013,3,19,2,34
13,7,8,2012,6,16,6,6
36,14,0,2013,4,21,7,3
13,85,106,2010,6,4,5,146
0,22,10,2012,1,7,6,188
117,587,553,2009,5,1,5,669
221,1353,4791,2007,12,4,2,1550
50,25,122,2012,7,20,5,229
0,23,24,2012,5,3,4,59
90,202,4324,2008,10,5,7,677
0,5,18,2013,3,27,3,10
0,50,266,2008,12,5,5,109
0,6,0,2013,6,2,7,0
47,50,194,2009,6,23,2,112
236,39,128,2010,8,11,3,109
218,657,1341,2009,3,27,5,2243
172,258,150,2012,6,30,6,500
0,19,91,2010,4,2,5,36
23,64,127,2009,6,28,7,48
471,189,895,2008,12,12,5,435
63,151,833,2007,8,26,7,246
0,0,7,2013,4,26,5,6
25,155,426,2010,8,4,3,519
9,0,1,2013,1,18,5,0
63,602,756,2008,11,19,3,1351
35,1,1,2013,6,6,4,0
74,50,76,2010,6,1,2,111
177,197,278,2008,7,4,5,379
9,5,4,2013,5,21,2,0
0,68,82,2011,7,15,5,104
0,17,237,2012,11,16,5,110
90,726,857,2009,2,14,6,1601
42,6,49,2013,1,30,3,16
40,3,9,2013,4,8,1,13
12,148,257,2009,2,23,1,369
14,49,376,2012,7,29,7,425
15,203,3560,2011,1,31,1,468
45,12,53,2013,2,2,6,34
96,147,6152,2010,3,30,2,631
19,29,298,2007,3,13,2,51
30,1,7,2013,2,24,7,7
155,20,235,2012,12,18,2,232
113,16,19,2008,4,7,1,22
301,112,447,2011,3,24,4,385
322,157,1028,2009,3,26,4,570
0,111,32,2011,7,26,2,204
85,20,54,2012,7,24,2,127
89,12,59,2011,8,29,1,19
408,142,282,2009,11,5,4,447
389,409,1212,2010,3,2,2,1493
263,737,944,2007,3,8,4,1565
98,7,19,2013,3,22,5,20
8,0,6,2013,5,3,5,9
60,14,49,2012,2,2,4,35
84,571,745,2008,5,13,2,1028
6,0,0,2013,6,20,4,0
259,136,259,2007,6,12,2,214
87,111,175,2011,10,12,3,644
51,0,3,2007,2,26,1,5
117,463,713,2006,10,24,2,742
58,283,434,2009,5,11,1,422
161,853,1380,2007,7,1,7,1425
49,15,21,2012,2,27,1,53
238,254,430,2009,9,7,1,626
126,651,632,2008,3,6,4,343
98,0,53,2012,12,25,2,0
134,139,1067,2011,1,19,3,415
0,23,68,2010,1,5,2,59
33,40,97,2011,2,11,5,112
9,28,0,2013,6,12,3,0
85,752,637,2008,3,26,3,1102
61,72,97,2013,1,2,3,149
36,1,5,2013,3,11,1,1
0,42,0,2013,2,26,2,2
85,60,112,2012,7,20,5,234
36,39,53,2009,5,22,5,126
0,0,0,2013,6,18,2,0
6,10,1,2013,6,7,5,11
0,0,0,2013,6,18,2,1
320,359,442,2012,6,4,1,1258
217,129,374,2011,8,8,1,402
0,62,58,2012,11,1,4,349
12,0,2,2013,6,10,1,1
4,1,4,2009,9,3,4,4
45,6,16,2012,1,10,2,38
16,12,66,2010,4,6,2,23
31,43,328,2008,1,12,6,28
86,26,171,2012,7,8,7,129
0,1,0,2013,6,20,4,0
101,171,701,2010,3,21,7,203
59,72,226,2012,7,16,1,241
134,495,461,2008,10,15,3,1808
32,38,51,2011,7,17,7,82
149,13,46,2012,12,7,5,46
44,34,102,2009,5,30,6,106
50,93,99,2009,1,3,6,235
20,36,73,2011,8,18,4,44
168,356,587,2010,12,28,2,738
152,9,36,2013,2,18,1,82
27,2,10,2012,12,20,4,9
66,8,27,2010,10,2,6,4
51,27,72,2011,8,30,2,46
38,76,161,2011,9,7,3,140
19,17,19,2012,4,26,4,24
50,5,53,2012,12,10,1,33
76,195,171,2008,10,9,4,312
0,22,52,2012,10,26,5,103
73,81,184,2011,3,8,2,149
82,51,217,2009,9,26,6,68
300,24,13,2012,6,17,7,104
83,63,251,2008,11,9,7,166
66,358,451,2010,2,14,7,520
0,78,196,2011,1,13,4,171
120,47,178,2011,10,24,1,163
82,4,61,2009,7,15,3,10
22,8,25,2011,3,11,5,30
0,4,0,2012,9,14,5,0
132,325,1912,2010,10,28,4,1027
42,19,53,2011,8,21,7,31
0,3,11,2011,7,30,6,4
18,18,55,2012,4,11,3,51
104,4284,4533,2006,4,25,2,9904
112,1288,413,2010,2,1,1,4289
72,13,194,2011,12,27,2,13
107,139,566,2009,5,10,7,317
33,35,128,2009,9,25,5,28
143,55,803,2010,4,26,1,122
27,5,40,2013,1,10,4,54
46,35,138,2011,8,28,7,59
67,192,481,2011,9,22,4,410
8,0,3,2013,5,29,3,0
303,1470,3165,2010,9,27,1,4687
1,0,0,2013,6,13,4,0
150,38,34,2013,4,18,4,231
66,190,1159,2010,11,7,7,381
119,61,106,2012,1,10,2,159
285,303,191,2010,5,24,1,233
103,3,6,2013,2,7,4,30
58,10,821,2012,6,28,4,17
24,18,26,2012,1,25,3,16
59,346,611,2005,8,9,2,554
10,5,14,2012,1,6,5,1
142,136,351,2010,1,26,2,397
12,0,0,2013,6,20,4,0
39,21,212,2012,6,11,1,28
146,218,67,2009,3,14,6,366
21,84,28,2010,3,17,3,204
234,406,176,2011,10,2,7,1618
111,53,228,2012,5,25,5,109
75,28,433,2011,6,3,5,88
19,3,29,2008,11,21,5,5
105,88,327,2011,4,13,3,233
19,24,70,2009,12,3,4,7
38,6,15,2009,8,21,5,20
23,4,15,2013,4,28,7,2
20,1,6,2012,11,15,4,5
23,14,67,2011,8,25,4,26
47,12,15,2010,11,26,5,35
65,14,82,2012,8,7,2,46
381,32,199,2012,8,8,3,73
21,72,51,2008,3,30,7,179
73,344,821,2006,9,21,4,625
46,5,17,2013,1,6,7,15
1,1,2,2011,11,7,1,11
26,38,108,2010,4,29,4,50
253,297,956,2007,10,13,6,483
5,15,1,2013,2,23,6,0
115,47,54,2009,6,20,6,117
76,5,12,2013,4,27,6,32
108,23,46,2013,2,1,5,67
82,25,25,2012,1,29,7,139
53,8,38,2012,8,5,7,66
220,70,100,2009,8,25,2,206
66,6,6,2011,12,11,7,1
0,0,1,2013,5,31,5,1
0,11,5,2008,3,26,3,14
81,8,18,2012,9,2,7,28
89,44,153,2010,12,7,2,203
6,0,0,2013,4,23,2,0
86,6,23,2011,10,16,7,19
57,102,712,2009,5,22,5,222
151,162,1521,2009,9,12,6,249
31,69,278,2011,5,2,1,73
23,7,81,2012,3,28,3,6
61,0,108,2012,7,21,6,4
257,1249,762,2009,7,1,3,2992
26,9,114,2012,11,25,7,48
71,112,19,2013,2,21,4,7
12,0,13,2013,1,23,3,0
161,197,1163,2011,3,29,2,602
37,367,1229,2009,5,28,4,872
49,132,114,2010,10,8,5,43
48,175,65,2011,1,18,2,646
7,39,63,2009,5,19,2,40
41,1,27,2012,2,17,5,0
0,9,137,2013,1,2,3,19
7,13,109,2010,9,6,1,30
94,250,3343,2009,6,15,1,435
63,65,196,2009,8,4,2,322
26,0,8,2013,5,1,3,1
8,0,2,2013,2,5,2,5
0,4,5,2012,6,4,1,10
61,6,14,2011,9,17,6,12
65,74,142,2010,10,8,5,247
96,91,186,2009,12,8,2,280
171,357,737,2010,1,25,1,922
27,20,71,2011,4,7,4,52
33,0,7,2013,1,26,6,1
99,117,94,2012,2,13,1,184
21,20,156,2010,10,1,5,31
0,0,0,2013,6,4,2,0
88,101,137,2008,8,14,4,98
17,57,208,2009,4,2,4,195
13,4,10,2012,6,30,6,3
0,1,0,2013,5,7,2,1
14,11,75,2011,2,25,5,29
22,2,15,2013,1,2,3,2
10,8,12,2012,9,5,3,24
0,167,114,2007,10,31,3,279
43,3,24,2011,6,13,1,8
13,8,17,2012,2,17,5,6
261,338,944,2010,12,28,2,1209
43,23,111,2008,1,8,2,29
286,75,123,2011,7,19,2,306
0,0,0,2013,3,25,1,2
184,4224,10305,2007,5,14,1,7097
138,348,223,2009,6,17,3,133
21,274,515,2008,9,13,6,412
106,678,2344,2008,3,8,6,1416
52,562,1555,2008,12,11,4,1002
503,178,186,2010,9,27,1,297
125,133,289,2011,12,9,5,303
54,12,441,2010,6,7,1,24
270,412,539,2011,7,3,7,492
129,100,734,2009,12,20,7,270
27,81,291,2008,12,17,3,269
25,0,1,2013,6,16,7,0
0,19,0,2013,6,20,4,0
27,1,364,2013,1,23,3,1
17,6,6,2012,9,20,4,3
24,163,395,2009,1,29,4,556
25,1,8,2013,5,22,3,0
52,1,22,2012,1,20,5,1
165,131,2178,2010,3,3,3,300
204,12,229,2011,3,26,6,36
213,9,410,2011,10,20,4,27
46,2,6,2011,3,4,5,5
55,34,688,2012,1,26,4,44
37,1,89,2011,6,13,1,10
21,75,2628,2011,3,11,5,98
21,286,925,2009,3,4,3,546
158,8,264,2012,4,24,2,2
23,0,8,2012,2,14,2,0
0,4,431,2013,4,20,6,6
0,0,2,2013,4,9,2,0
40,62,1998,2007,11,12,1,48
62,19,182,2011,10,25,2,37
517,106,2769,2012,2,14,2,495
0,86,84,2009,10,16,5,88
16,0,50,2011,9,19,1,1
91,14,374,2011,1,30,7,19
101,31,1085,2010,6,21,1,52
51,56,57,2013,3,15,5,5
0,0,5,2013,3,21,4,1
21,35,117,2011,1,11,2,26
80,4,66,2013,2,20,3,10
74,111,1797,2008,3,24,1,168
36,0,10,2013,2,27,3,0
10,0,9,2011,8,30,2,0
0,0,3,2013,3,16,6,2
53,76,1774,2009,3,2,1,59
469,155,395,2010,3,10,3,402
31,39,209,2012,3,27,2,85
13,250,2232,2007,5,25,5,436
52,2,531,2010,8,19,4,10
12,0,21,2012,9,20,4,0
0,0,25,2012,7,12,4,1
0,0,0,2013,3,7,4,0
97,258,1170,2010,6,12,6,507
86,40,309,2008,10,23,4,72
283,171,204,2011,6,15,3,182
171,782,5252,2009,5,6,3,1139
108,453,1815,2011,3,2,3,1033
349,1656,4935,2010,9,10,5,5898
275,540,447,2010,9,11,6,154
39,133,2061,2011,11,13,7,356
77,120,857,2011,7,27,3,256
173,68,62,2012,1,14,6,41
346,1132,2168,2007,7,24,2,1971
39,153,451,2011,5,13,5,264
0,0,0,2013,6,10,1,1
34,15,133,2007,6,12,2,11
46,23,165,2012,2,9,4,59
223,1236,553,2008,12,30,2,1854
144,41,740,2010,11,5,5,54
66,1,53,2013,1,21,1,9
543,37,81,2010,4,15,4,92
28,65,66,2009,1,29,4,12
303,701,1289,2009,1,25,7,1332
132,45,162,2011,8,11,4,23
359,793,3696,2007,10,1,1,1292
73,43,579,2012,12,19,3,184
17,3,34,2013,4,13,6,0
111,55,512,2010,12,5,7,102
64,60,153,2011,8,13,6,64
209,475,1284,2011,1,26,3,771
37,23,2,2013,5,12,7,3
2,37,0,2013,6,20,4,0
984,1317,1783,2011,3,17,4,4616
94,619,214,2009,11,12,4,120
405,406,1017,2009,2,6,5,324
52,8,189,2012,10,11,4,16
135,142,819,2011,3,18,5,236
173,333,713,2006,2,7,2,922
7,1,0,2013,2,3,7,0
42,23,35,2009,2,24,2,35
54,1294,1356,2010,4,26,1,5428
16,0,0,2013,2,17,7,0
5,6,2,2011,7,5,2,1
133,243,806,2009,7,21,2,669
135,407,675,2008,6,4,3,267
21,2,36,2012,12,22,6,2
60,54,557,2011,8,28,7,149
92,46,383,2010,11,9,2,128
15,3,15,2013,1,25,5,1
174,152,357,2011,10,26,3,157
19,11,145,2013,1,6,7,34
239,116,151,2010,12,2,4,261
206,114,554,2012,3,22,4,186
910,350,1197,2011,3,30,3,1119
1879,2953,911,2008,2,2,6,5272
59,0,11,2013,1,15,2,0
141,300,3907,2008,11,19,3,365
69,141,252,2009,2,13,5,135
267,2386,16060,2008,4,6,7,4113
80,0,37,2012,8,19,7,7
82,144,260,2011,11,10,4,35
8,1313,868,2008,12,9,2,1853
72,44,179,2012,8,7,2,188
19,155,103,2009,1,4,7,307
27,8,43,2008,10,27,1,17
65,5,148,2013,2,27,3,4
164,12,228,2011,5,16,1,30
29,14,27,2011,9,1,4,26
146,175,65,2010,10,27,3,88
116,2,48,2012,7,31,2,8
221,25,74,2011,4,2,6,32
4,13,6,2013,5,12,7,2
34,5,20,2010,11,28,7,8
127,6,396,2012,3,12,1,18
18,4,158,2011,12,12,1,2
505,838,2955,2010,3,5,5,4115
385,1208,472,2009,11,20,5,205
105,26,101,2010,6,14,1,70
21,0,1,2013,3,19,2,1
215,460,728,2008,2,4,1,332
47,129,681,2011,12,30,5,181
141,51,281,2011,11,24,4,132
52,88,3706,2011,8,20,6,203
120,73,233,2010,4,1,4,96
266,277,441,2012,2,9,4,790
747,41,1113,2010,9,16,4,148
74,293,3644,2009,9,13,7,578
43,54,564,2011,9,11,7,203
149,71,71,2012,8,17,5,23
11,0,1,2013,6,20,4,0
63,65,4172,2010,12,6,1,165
8,2,29,2011,12,3,6,5
17,2,547,2011,10,2,7,8
49,59,159,2010,5,17,1,112
37,300,1864,2011,9,19,1,887
0,56,734,2009,11,4,3,139
120,45,107,2008,2,22,5,44
17,2,6,2013,2,2,6,2
70,126,2423,2008,3,18,2,176
76,278,1788,2007,3,12,1,372
39,1112,5098,2010,7,28,3,2453
8,2,9,2012,8,11,6,3
134,134,258,2011,6,8,3,237
76,7,46,2013,2,17,7,13
107,246,1331,2010,1,6,3,587
79,174,2529,2011,3,6,7,157
216,1575,4490,2011,11,11,5,10741
265,477,1554,2007,5,26,6,136
45,58,34,2008,12,7,7,35
21,19,17,2012,3,21,3,7
73,13,170,2012,8,1,3,50
143,131,138,2012,2,15,3,88
197,2503,6181,2010,9,25,6,5246
183,23,458,2009,9,26,6,29
144,67,1459,2010,10,23,6,73
50,65,727,2008,5,28,3,103
253,389,725,2008,9,17,3,834
248,66,253,2009,12,31,4,173
85,536,3440,2011,3,18,5,2193
295,597,1422,2011,5,26,4,2152
233,352,889,2013,2,24,7,3139
130,184,1496,2010,6,25,5,294
32,15,927,2011,7,29,5,29
54,463,1959,2011,6,13,1,1280
22,5,214,2012,7,31,2,6
16,9,57,2009,12,28,1,20
24,293,859,2009,2,15,7,361
136,83,899,2011,2,28,1,246
63,29,978,2011,9,2,5,57
61,6,52,2010,10,28,4,31
12,12,89,2010,7,7,3,16
120,340,1056,2006,5,15,1,640
260,72,103,2011,12,3,6,98
79,118,300,2011,7,24,7,336
75,4,44,2012,5,17,4,8
76,89,1006,2012,9,22,6,178
27,2,55,2012,5,25,5,8
97,20,24,2012,6,26,2,48
7,0,2,2013,6,12,3,0
124,166,388,2006,10,23,1,242
100,555,3144,2011,11,28,1,1499
9,18,80,2008,6,2,1,10
17,27,65,2009,6,14,7,28
115,81,2155,2009,4,6,1,57
19,7,56,2011,8,18,4,15
54,164,2831,2008,11,28,5,197
200,1020,4474,2007,10,16,2,1761
32,75,1658,2010,2,1,1,145
103,289,799,2007,11,29,4,298
48,821,6446,2007,4,9,1,941
128,56,915,2011,10,20,4,37
112,39,47,2011,12,28,3,103
86,204,254,2009,7,10,5,103
16,1,40,2012,9,7,5,1
271,19,265,2010,5,17,1,55
35,1,61,2012,10,4,4,2
202,49,42,2012,10,20,6,94
67,58,571,2010,6,21,1,110
29,45,2901,2006,1,14,6,81
56,231,1792,2006,11,18,6,188
34,80,158,2009,8,11,2,51
59,33,523,2007,10,4,4,47
107,193,2108,2009,8,23,7,170
42,11,26,2010,4,29,4,7
57,209,3598,2010,3,3,3,450
432,62,2033,2008,7,8,2,115
13,1,6,2013,1,31,4,1
176,378,810,2011,1,8,6,960
0,5,254,2011,2,21,1,8
200,12,62,2012,8,4,6,23
47,25,582,2009,1,25,7,40
86,101,149,2012,8,21,2,173
69,30,22,2012,4,24,2,50
56,240,805,2006,11,18,6,347
39,88,2545,2009,6,26,5,126
139,7,315,2011,5,20,5,34
38,46,121,2011,10,28,5,25
100,106,116,2008,12,29,1,42
93,109,1303,2010,12,7,2,204
150,3543,1425,2008,4,4,5,1950
51,25,121,2013,2,6,3,5
43,2,76,2010,12,9,4,3
293,273,116,2011,4,1,5,42
62,5,728,2012,7,6,5,10
32,55,122,2007,4,11,3,108
126,95,37,2012,9,21,5,180
100,86,949,2011,9,18,7,165
88,37,225,2011,3,1,2,18
37,39,559,2008,6,6,5,83
81,94,1065,2011,8,17,3,199
0,50,1816,2009,4,17,5,93
86,28,156,2008,12,31,3,52
82,95,443,2011,10,9,7,274
120,7,154,2008,11,13,4,10
0,0,0,2013,6,20,4,0
103,2,22,2011,3,28,1,8
0,143,786,2012,4,10,2,1637
23,32,126,2011,5,20,5,9
31,0,66,2013,6,14,5,0
977,1024,2288,2008,3,1,6,3110
85,295,971,2010,4,6,2,472
181,644,531,2007,11,25,7,395
155,333,2480,2007,8,28,2,437
51,8,55,2010,12,16,4,18
29,2,293,2012,10,19,5,14
65,3751,3814,2006,8,3,4,5883
41,6,6,2012,9,17,1,12
129,140,813,2009,11,18,3,354
72,12,906,2012,5,23,3,42
317,375,196,2010,3,1,1,333
57,298,1650,2010,12,26,7,555
24,12,15,2011,12,30,5,16
108,77,1392,2010,4,26,1,159
31,144,306,2009,9,28,1,296
16,0,3,2013,6,2,7,0
30,7,57,2012,2,14,2,12
481,208,241,2008,6,27,5,441
33,0,18,2012,5,23,3,1
103,311,756,2012,1,4,3,1167
35,2,132,2012,2,2,4,3
1627,640,288,2011,1,17,1,903
56,232,2423,2009,12,11,5,428
33,82,1072,2008,11,12,3,151
68,43,277,2011,9,27,2,22
101,48,978,2012,2,13,1,107
25,16,302,2012,12,18,2,34
70,0,13,2013,6,3,1,17
95,80,475,2010,7,19,1,60
34,81,505,2009,7,23,4,99
120,195,222,2008,4,30,3,53
28,23,1979,2010,9,29,3,39
126,22,198,2009,5,17,7,38
299,4,78,2009,4,17,5,23
68,269,987,2010,2,4,4,76
41,4,306,2013,4,2,2,11
490,432,2060,2008,5,20,2,985
134,7,181,2011,11,4,5,18
776,892,1962,2011,5,24,2,5853
13,8,14,2012,9,19,3,13
3,0,1,2013,4,17,3,0
1088,1708,1488,2008,7,2,3,3509
127,22,123,2012,7,12,4,128
392,1730,1564,2008,6,12,4,2654
10,51,66,2010,3,25,4,210
21,0,4,2013,4,12,5,0
22,2,3,2011,12,14,3,1
0,0,0,2013,4,19,5,0
336,123,479,2012,3,11,7,1392
22,2,4,2011,7,25,1,19
158,159,333,2010,6,5,6,209
28,191,329,2008,9,4,4,390
54,100,9,2011,2,11,5,5
101,8,7,2012,2,26,7,6
120,560,679,2011,6,12,7,510
1578,11800,1858,2008,8,2,6,18775
0,720,131,2010,2,28,7,457
0,3,16,2013,1,2,3,7
217,96,312,2008,8,25,1,135
167,73,90,2012,1,1,7,114
40,14,329,2012,9,11,2,33
72,14,44,2011,10,18,2,45
301,23,100,2011,6,18,6,57
0,14,14,2012,8,26,7,7
163,996,326,2011,10,30,7,86
12,12,172,2010,5,20,4,12
52,10,330,2012,4,27,5,27
103,36,1419,2011,1,15,6,106
83,101,514,2012,9,12,3,1568
196,45,36,2010,8,9,1,65
32,63,135,2011,11,3,4,23
45,100,100,2009,3,6,5,32
0,0,1,2012,5,7,1,0
339,290,486,2011,3,18,5,967
342,288,268,2007,11,17,6,500
148,37,124,2009,5,22,5,83
35,41,125,2012,9,3,1,24
11,0,5,2012,1,17,2,0
386,46,44,2012,5,21,1,146
209,95,519,2009,8,21,5,180
18,47,178,2005,12,11,7,80
73,27,86,2012,5,3,4,50
108,47,271,2008,10,9,4,106
85,92,572,2009,6,15,1,194
50,17,603,2012,10,5,5,31
47,20,279,2011,12,8,4,58
157,151,1523,2009,7,30,4,313
27,1,13,2012,12,4,2,6
67,21,60,2009,4,10,5,26
75,956,3804,2006,8,2,3,1785
58,7,7,2011,12,5,1,5
291,68,293,2010,10,25,1,199
23,175,53,2009,9,2,3,19
219,40,155,2011,11,9,3,81
130,190,366,2009,7,2,4,624
362,157,83,2012,8,21,2,203
89,371,819,2009,9,2,3,390
475,184,645,2009,11,17,2,458
172,567,3654,2009,11,3,2,969
63,18,1004,2012,10,8,1,47
75,9,120,2010,12,12,7,6
0,1,1,2013,6,16,7,0
0,0,1,2013,5,18,6,0
151,297,2684,2008,2,7,4,147
47,190,589,2010,3,4,4,524
20,0,14,2013,6,18,2,1
23,2,71,2009,5,11,1,2
98,427,2205,2008,8,28,4,895
6,1,29,2012,9,6,4,2
6,1,18,2012,9,27,4,4
0,76,157,2009,9,14,1,79
19,84,340,2009,1,2,5,146
76,413,1694,2009,4,15,3,936
106,55,288,2011,5,9,1,84
47,9,397,2010,2,11,4,14
64,13,112,2007,8,8,3,29
80,72,200,2011,7,25,1,89
50,2,103,2011,1,16,7,17
0,0,0,2013,6,10,1,0
75,50,115,2009,8,12,3,114
12,20,42,2011,12,4,7,17
0,0,0,2013,6,20,4,0
161,0,735,2012,10,12,5,2
107,12,79,2012,11,11,7,53
187,161,755,2010,11,10,3,475
11,91,145,2007,7,13,5,174
43,263,1585,2010,5,1,6,1896
0,0,8,2013,6,19,3,0
60,0,2,2013,6,18,2,9
0,354,1976,2010,11,9,2,784
42,438,1856,2009,2,4,3,582
78,170,325,2011,8,6,6,399
47,236,1751,2011,10,21,5,624
0,113,1633,2010,3,4,4,384
0,2,5,2013,2,19,2,1
70,48,232,2012,9,19,3,118
2,2,8,2012,7,18,3,13
0,25,2,2013,2,21,4,1
8,14,55,2012,7,31,2,16
21,4,7,2013,2,21,4,38
64,298,471,2007,12,21,5,429
44,26,65,2012,5,1,2,94
13,56,305,2011,2,19,6,129
0,2,24,2009,1,20,2,10
22,32,130,2011,4,12,2,68
33,31,249,2010,5,14,5,40
99,91,219,2011,1,21,5,114
109,544,710,2009,2,4,3,809
4,0,9,2013,1,28,1,3
5,0,3,2013,2,21,4,0
7,19,33,2010,8,8,7,51
16,4,19,2011,9,22,4,12
52,43,357,2012,10,16,2,155
0,261,944,2010,6,11,5,705
0,19,126,2011,1,14,5,49
39,13,8,2013,1,26,6,12
108,117,211,2012,3,28,3,505
56,31,34,2012,4,30,1,113
22,7,13,2012,10,5,5,12
53,195,611,2010,6,17,4,665
13,9,26,2012,1,23,1,3
0,8,43,2009,6,18,4,13
38,193,531,2011,6,1,3,558
176,255,1978,2010,7,13,2,559
0,12,74,2010,8,28,6,28
53,53,77,2012,8,20,1,191
24,202,129,2010,4,18,7,112
180,565,3335,2010,12,5,7,1497
29,1386,1674,2008,4,1,2,2002
107,1788,4168,2010,1,30,6,1802
0,9,0,2013,6,19,3,1
14,0,2,2013,3,3,7,2
33,25,62,2012,10,15,1,91
195,71,151,2010,10,1,5,200
71,219,749,2010,3,3,3,632
0,1,8,2013,4,8,1,5
0,0,0,2013,6,20,4,0
12,3,49,2010,6,10,4,6
52,64,162,2012,2,27,1,334
18,899,2451,2010,1,13,3,1619
0,182,566,2009,6,10,3,402
0,15,26,2013,4,18,4,81
73,231,1111,2010,10,25,1,707
4,9,0,2013,6,18,2,0
51,3,136,2012,10,11,4,14
16,32,88,2011,1,6,4,65
0,0,0,2013,5,1,3,0
0,0,0,2013,6,15,6,0
43,16,92,2011,12,28,3,78
97,116,218,2012,1,20,5,201
11,10,33,2011,12,17,6,25
0,13,1,2013,6,17,1,0
0,12,0,2010,10,3,7,0
3,5,6,2012,12,12,3,11
99,37,77,2012,11,24,6,127
0,10,13,2012,8,2,4,6
13,43,95,2008,1,30,3,59
16,209,405,2011,2,17,4,312
52,550,508,2009,6,14,7,941
11,123,195,2009,6,10,3,145
125,564,1536,2011,1,23,7,968
77,29,393,2012,9,24,1,28
29,10,77,2012,1,15,7,42
0,45,43,2010,8,3,2,205
38,71,253,2011,10,4,2,139
9,15,38,2012,11,20,2,38
10,34,22,2012,12,19,3,53
13,1,17,2012,7,10,2,7
5,8,16,2012,8,21,2,10
0,34,42,2010,10,20,3,39
17,3,6,2013,4,3,3,6
10,38,55,2011,7,12,2,66
48,38,76,2009,2,8,7,49
30,8,16,2011,9,18,7,28
0,0,3,2011,12,10,6,2
0,0,0,2013,6,19,3,0
46,161,209,2012,5,11,5,278
23,8,8,2013,3,27,3,40
37,369,332,2009,12,26,6,486
20,166,649,2009,4,5,7,211
205,269,2766,2011,6,16,4,598
0,21,41,2009,11,5,4,43
15,1,24,2012,11,7,3,14
0,227,329,2011,10,27,4,486
45,28,52,2012,6,6,3,70
84,1012,2576,2010,8,10,2,1563
12,23,154,2008,3,9,7,52
0,21,2,2013,2,1,5,5
33,48,108,2011,12,15,4,73
0,147,256,2012,1,14,6,307
3,3,3,2013,2,22,5,11
30,14,56,2013,2,17,7,38
0,0,0,2012,11,4,7,0
11,8,2,2012,10,27,6,3
31,2,6,2013,6,9,7,4
0,38,72,2012,5,24,4,39
11,12,57,2013,1,19,6,37
25,18,34,2011,10,11,2,28
7,0,7,2012,12,28,5,4
24,35,68,2009,11,17,2,58
11,22,46,2009,7,20,1,37
21,4,41,2010,9,13,1,23
22,45,96,2012,5,20,7,90
31,106,457,2010,6,30,3,232
68,370,957,2010,5,4,2,1208
17,0,0,2013,5,28,2,0
79,169,362,2011,3,17,4,591
0,0,3,2013,4,10,3,14
0,6,2,2013,1,17,4,2
61,7,15,2013,1,6,7,61
27,49,124,2012,11,12,1,242
139,199,432,2011,10,3,1,757
23,3,9,2013,3,16,6,13
5,116,76,2010,2,8,1,72
50,21,99,2011,12,12,1,144
40,10,118,2009,10,18,7,21
1,12,1,2012,11,29,4,8
47,107,336,2012,5,28,1,329
3,1,2,2012,12,5,3,2
17,22,6,2012,8,9,4,23
0,0,0,2013,5,7,2,0
53,2,26,2013,3,27,3,4
17,0,31,2012,10,14,7,5
2,1,3,2013,3,5,2,3
0,9,21,2012,7,12,4,22
2,1,0,2013,4,30,2,0
0,0,0,2013,4,24,3,0
16,15,44,2011,8,20,6,46
0,3,0,2012,9,22,6,3
0,3,1,2013,1,2,3,29
21,117,29,2013,1,6,7,124
21,10,18,2013,1,15,2,18
4,1,1,2013,4,28,7,4
22,97,161,2012,6,20,3,187
23,1,15,2012,11,14,3,8
360,4240,3143,2006,8,30,3,6682
43,22,63,2012,10,4,4,66
0,1,1,2013,3,20,3,1
4,14,16,2006,11,8,3,5
161,14,58,2012,12,29,6,196
0,257,1689,2011,3,9,3,644
0,4,10,2011,8,18,4,26
11,3,313,2011,9,22,4,46
16,12,53,2012,10,31,3,45
0,3,2,2013,6,14,5,0
28,3,45,2012,11,24,6,9
0,0,0,2013,6,19,3,0
56,107,270,2011,11,21,1,438
79,107,632,2011,8,7,7,353
0,13,27,2012,8,15,3,40
0,41,73,2012,1,9,1,87
4,5,20,2012,12,1,6,25
65,25,102,2011,9,3,6,132
197,465,553,2010,10,5,2,1927
49,22,83,2012,9,18,2,75
0,152,643,2009,10,5,1,349
0,29,43,2012,7,30,1,91
